number,description,parent_code,level
0320010.12,Aflossingsverplichting (overboeking naar kortlopend) lening u/g 2,,5
0320010.13,Aflossing / afname in boekjaar lening u/g 2,,5
0320010.14,Toename / uitgegeven in boekjaar lening u/g 2,,5
0320010.16,Omrekeningsverschillen in boekjaar lening u/g 2,,5
0320010.15,Overige mutaties lening u/g 2,,5
0320010.17,Bijzondere waardeverminderingen lening u/g 2,,5
0320010.18,Terugneming van bijzondere waardeverminderingen lening u/g 2,,5
0320010.19,Overige mutaties waardeveranderingen lening u/g 2,,5
0320010.21,Beginbalans lening u/g 3 (langlopend),,5
0320010.22,Aflossingsverplichting (overboeking naar kortlopend) lening u/g 3,,5
0320010.23,Aflossing / afname in boekjaar lening u/g 3,,5
0320010.24,Toename / uitgegeven in boekjaar lening u/g 3,,5
0320010.26,Omrekeningsverschillen in boekjaar lening u/g 3,,5
0320010.25,Overige mutaties lening u/g 3,,5
0320010.27,Bijzondere waardeverminderingen lening u/g 3,,5
0320010.28,Terugneming van bijzondere waardeverminderingen lening u/g 3,,5
0320010.29,Overige mutaties waardeveranderingen lening u/g 3,,5
0320010.31,Beginbalans lening u/g 4 (langlopend),,5
0320010.32,Aflossingsverplichting (overboeking naar kortlopend) lening u/g 4,,5
0320010.33,Aflossing / afname in boekjaar lening u/g 4,,5
0320010.34,Toename / uitgegeven in boekjaar lening u/g 4,,5
0320010.36,Omrekeningsverschillen in boekjaar lening u/g 4,,5
0320010.35,Overige mutaties lening u/g 4,,5
0320010.37,Bijzondere waardeverminderingen lening u/g 4,,5
0320010.38,Terugneming van bijzondere waardeverminderingen lening u/g 4,,5
0320010.39,Overige mutaties waardeveranderingen lening u/g 4,,5
0320010.41,Beginbalans lening u/g 5 (langlopend),,5
0320010.42,Aflossingsverplichting (overboeking naar kortlopend) lening u/g 5,,5
0320010.43,Aflossing / afname in boekjaar lening u/g 5,,5
0320010.44,Toename / uitgegeven in boekjaar lening u/g 5,,5
0320010.46,Omrekeningsverschillen in boekjaar lening u/g 5,,5
0320010.45,Overige mutaties lening u/g 5,,5
0320010.47,Bijzondere waardeverminderingen lening u/g 5,,5
0320010.48,Terugneming van bijzondere waardeverminderingen lening u/g 5,,5
0320010.49,Overige mutaties waardeveranderingen lening u/g 5,,5
0330010.01,Beginbalans (overname eindsaldo vorig jaar) hoofdsom interne lening,,5
0330010.02,Toename hoofdsom interne lening,,5
0330010.03,Overige mutaties hoofdsom interne lening,,5
0330020.01,Beginbalans (overname eindsaldo vorig jaar) interne Lening,,5
0330020.02,Aflossing / afname in boekjaar interne Lening,,5
0340010.01,Beginbalans (overname eindsaldo vorig jaar) netto vermogenswaarde niet-Daeb,,5
0340010.02,Investeringen netto vermogenswaarde niet-Daeb,,5
0340010.03,Bij overname verkregen activa netto vermogenswaarde niet-Daeb,,5
0340010.04,Desinvesteringen netto vermogenswaarde niet-Daeb,,5
0340010.05,Afstotingen netto vermogenswaarde niet-Daeb,,5
0340010.09,Omrekeningsverschillen netto vermogenswaarde niet-Daeb,,5
0340010.10,Overige mutaties netto vermogenswaarde niet-Daeb,,5
0340020.01,Beginbalans (overname eindsaldo vorig jaar) netto vermogenswaarde niet-Daeb,,5
0340020.02,Afschrijvingen netto vermogenswaarde niet-Daeb,,5
0340020.03,Afschrijving op desinvesteringen netto vermogenswaarde niet-Daeb,,5
0340020.04,Bijzondere waardeverminderingen netto vermogenswaarde niet-Daeb,,5
0340020.05,Terugneming van bijzondere waardeverminderingen netto vermogenswaarde niet-Daeb,,5
0340030.01,Beginbalans (overname eindsaldo vorig jaar) netto vermogenswaarde niet-Daeb,,5
0340030.02,Herwaarderingen netto vermogenswaarde niet-Daeb,,5
0340030.05,Aandeel in resultaat deelnemingen netto vermogenswaarde niet-Daeb,,5
0340030.06,Dividend van deelnemingen netto vermogenswaarde niet-Daeb,,5
0340030.07,Afschrijving herwaardering niet-Daeb,,5
0340030.09,Overige mutaties waardeverandering niet-Daeb,,5
0340030.08,Desinvestering herwaardering niet-Daeb,,5
3501010.01,Beginbalans geactiveerde kosten onderhanden projecten onderhanden projecten in opdracht van derden,,5
3501010.02,Grond- en hulpstoffen geactiveerde kosten onderhanden projecten onderhanden projecten in opdracht van derden,,5
3501010.03,Arbeidskosten geactiveerde kosten onderhanden projecten onderhanden projecten in opdracht van derden,,5
3501010.04,Onderaanneming geactiveerde kosten onderhanden projecten onderhanden projecten in opdracht van derden,,5
3501010.05,Constructiematerialen geactiveerde kosten onderhanden projecten onderhanden projecten in opdracht van derden,,5
3501010.06,Grond en terreinen geactiveerde kosten onderhanden projecten onderhanden projecten in opdracht van derden,,5
3501010.07,Afschrijving installaties en uitrusting geactiveerde kosten onderhanden projecten onderhanden projecten in opdracht van derden,,5
3501010.08,Huur van installaties en uitrusting geactiveerde kosten onderhanden projecten onderhanden projecten in opdracht van derden,,5
3501010.09,Transport van installaties en uitrusting geactiveerde kosten onderhanden projecten onderhanden projecten in opdracht van derden,,5
3501010.10,Ontwerp en technische assistentie geactiveerde kosten onderhanden projecten onderhanden projecten in opdracht van derden,,5
3501010.11,Herstellings- en garantiewerken geactiveerde kosten onderhanden projecten onderhanden projecten in opdracht van derden,,5
3501010.12,Claims van derden geactiveerde kosten onderhanden projecten onderhanden projecten in opdracht van derden,,5
3501010.13,Verzekeringskosten geactiveerde kosten onderhanden projecten onderhanden projecten in opdracht van derden,,5
3501010.14,Rentekosten schulden tijdens vervaardiging geactiveerde kosten onderhanden projecten onderhanden projecten in opdracht van derden,,5
3501010.15,Overheadkosten geactiveerde kosten onderhanden projecten onderhanden projecten in opdracht van derden,,5
3501010.16,Algemene kosten (opslag) geactiveerde kosten onderhanden projecten onderhanden projecten in opdracht van derden,,5
3501010.17,Winstopslag geactiveerde kosten onderhanden projecten onderhanden projecten in opdracht van derden,,5
3501010.18,Incidentele baten en lasten geactiveerde kosten onderhanden projecten onderhanden projecten in opdracht van derden,,5
3501010.19,Interne doorbelastingen binnen fiscale eenheid geactiveerde kosten onderhanden projecten onderhanden projecten in opdracht van derden,,5
3501010.20,Opgeleverde werken geactiveerde kosten onderhanden projecten onderhanden projecten in opdracht van derden,,5
3501010.21,Overige mutaties geactiveerde kosten onderhanden projecten onderhanden projecten in opdracht van derden,,5
3501020.01,Beginbalans gefactureerde termijnen onderhanden projecten onderhanden projecten in opdracht van derden,,5
3501020.02,Belast met algemeen tarief gefactureerde termijnen onderhanden projecten onderhanden projecten in opdracht van derden,,5
3501020.03,Belast met verlaagd tarief gefactureerde termijnen onderhanden projecten onderhanden projecten in opdracht van derden,,5
3501020.04,Belast met overige tarieven gefactureerde termijnen onderhanden projecten onderhanden projecten in opdracht van derden,,5
3501020.05,Belast met nultarief of niet belast gefactureerde termijnen onderhanden projecten onderhanden projecten in opdracht van derden,,5
3501020.06,Niet belast wegens heffing verlegd gefactureerde termijnen onderhanden projecten onderhanden projecten in opdracht van derden,,5
3501020.07,Installatie in landen binnen EU gefactureerde termijnen onderhanden projecten onderhanden projecten in opdracht van derden,,5
3501020.08,Installatie in landen buiten EU gefactureerde termijnen onderhanden projecten onderhanden projecten in opdracht van derden,,5
3501020.09,Interne doorbelastingen binnen fiscale eenheid gefactureerde termijnen onderhanden projecten onderhanden projecten in opdracht van derden,,5
3501020.10,Opgeleverde werken gefactureerde termijnen onderhanden projecten onderhanden projecten in opdracht van derden,,5
3501020.11,Overige mutaties gefactureerde termijnen onderhanden projecten onderhanden projecten in opdracht van derden,,5
3501030.01,Beginbalans voorziening verliezen onderhanden projecten onderhanden projecten in opdracht van derden,,5
3501030.02,Toename voorziening verliezen onderhanden projecten onderhanden projecten in opdracht van derden,,5
3501030.03,Onttrekking voorziening verliezen onderhanden projecten onderhanden projecten in opdracht van derden,,5
3501030.04,Vrijval voorziening verliezen onderhanden projecten onderhanden projecten in opdracht van derden,,5
3501030.05,Interne doorbelastingen binnen fiscale eenheid voorziening verliezen onderhanden projecten onderhanden projecten in opdracht van derden,,5
3501030.06,Opgeleverde werken voorziening verliezen onderhanden projecten onderhanden projecten in opdracht van derden,,5
3501030.07,Overige mutaties voorziening verliezen onderhanden projecten onderhanden projecten in opdracht van derden,,5
1103100.01,Rekening courant vorderingen op groepsmaatschappijen (kortlopend),,5
1103100.02,Cumulatieve waardeverminderingen,,5
1103100.03,Doorbelastingen,,5
1103100.04,Te vorderen dividend vorderingen op groepsmaatschappijen (kortlopend),,5
1103100.05,Waardeveranderingen,,5
1103100.06,Overige vorderingen vorderingen op groepsmaatschappijen (kortlopend),,5
1103101.01,Rekening courant vorderingen op groepsmaatschappijen (kortlopend),,5
1103101.02,Cumulatieve waardeverminderingen,,5
1103101.03,Doorbelastingen,,5
1103101.04,Te vorderen dividend vorderingen op groepsmaatschappijen (kortlopend),,5
1103101.05,Waardeveranderingen,,5
1103101.06,Overige vorderingen vorderingen op groepsmaatschappijen (kortlopend),,5
1103102.01,Rekening courant vorderingen op groepsmaatschappijen (kortlopend),,5
1103102.02,Cumulatieve waardeverminderingen,,5
1103102.03,Doorbelastingen,,5
1103102.04,Te vorderen dividend vorderingen op groepsmaatschappijen (kortlopend),,5
1103102.05,Waardeveranderingen,,5
1103102.06,Overige vorderingen vorderingen op groepsmaatschappijen (kortlopend),,5
1103103.01,Rekening courant vorderingen op groepsmaatschappijen (kortlopend),,5
1103103.02,Cumulatieve waardeverminderingen,,5
1103103.03,Doorbelastingen,,5
1103103.04,Te vorderen dividend vorderingen op groepsmaatschappijen (kortlopend),,5
1103103.05,Waardeveranderingen,,5
1103103.06,Overige vorderingen vorderingen op groepsmaatschappijen (kortlopend),,5
1103104.01,Rekening courant vorderingen op groepsmaatschappijen (kortlopend),,5
1103104.02,Cumulatieve waardeverminderingen,,5
1103104.03,Doorbelastingen,,5
1103104.04,Te vorderen dividend vorderingen op groepsmaatschappijen (kortlopend),,5
1103104.05,Waardeveranderingen,,5
1103104.06,Overige vorderingen vorderingen op groepsmaatschappijen (kortlopend),,5
1103105.01,Saldo hoofdsom lening u/g vorderingen op groepsmaatschappijen (kortlopend),,5
1103105.02,Aflossing leningen u/g vorderingen op groepsmaatschappijen (kortlopend),,5
1103105.03,Te vorderen rente leningen u/g vorderingen op groepsmaatschappijen (kortlopend),,5
1103106.01,Rekening courant,,5
1103106.02,Cumulatieve waardeverminderingen,,5
1103106.03,Doorbelastingen,,5
1103106.04,Te vorderen dividend,,5
1103106.05,Waardeveranderingen,,5
1103106.06,Overige mutaties,,5
1103107.01,Rekening courant,,5
1103107.02,Cumulatieve waardeverminderingen,,5
1103107.03,Doorbelastingen,,5
1103107.04,Te vorderen dividend,,5
1103107.05,Waardeveranderingen,,5
1103107.06,Overige mutaties,,5
1103110.01,Rekening courant overige verbonden maatschappij 1 (kortlopend),,5
1103110.02,Cumulatieve waardeverminderingen vordering overige verbonden maatschappij 1 (kortlopend),,5
1103110.03,Doorbelastingen vordering overige verbonden maatschappij 1 (kortlopend),,5
1103110.04,Te vorderen dividend vordering overige verbonden maatschappij 1 (kortlopend),,5
1103110.05,Waardeveranderingen vordering overige verbonden maatschappij 1 (kortlopend),,5
1103110.06,Overige mutaties vordering overige verbonden maatschappij 1 (kortlopend),,5
1103111.01,Rekening courant vordering overige verbonden maatschappij 2 (kortlopend),,5
1103111.02,Cumulatieve waardeverminderingen vordering overige verbonden maatschappij 2 (kortlopend),,5
1103111.03,Doorbelastingen vordering overige verbonden maatschappij 2 (kortlopend),,5
1103111.04,Te vorderen dividend vordering overige verbonden maatschappij 2 (kortlopend),,5
1103111.05,Waardeveranderingen vordering overige verbonden maatschappij 2 (kortlopend),,5
1103111.06,Overige vorderingen vordering overige verbonden maatschappij 2 (kortlopend),,5
1103112.01,Rekening courant vordering overige verbonden maatschappij 3 (kortlopend),,5
1103112.02,Cumulatieve waardeverminderingen vordering overige verbonden maatschappij 3 (kortlopend),,5
1103112.03,Doorbelastingen vordering overige verbonden maatschappij 3 (kortlopend),,5
1103112.04,Te vorderen dividend vordering overige verbonden maatschappij 3 (kortlopend),,5
1103112.05,Waardeveranderingen vordering overige verbonden maatschappij 3 (kortlopend),,5
1103112.06,Overige vorderingen vordering overige verbonden maatschappij 3 (kortlopend),,5
1103113.01,Rekening courant vordering overige verbonden maatschappij 4 (kortlopend),,5
1103113.02,Cumulatieve waardeverminderingen vordering overige verbonden maatschappij 4 (kortlopend),,5
1103113.03,Doorbelastingen vordering overige verbonden maatschappij 4 (kortlopend),,5
1103113.04,Te vorderen dividend vordering overige verbonden maatschappij 4 (kortlopend),,5
1103113.05,Waardeveranderingen vordering overige verbonden maatschappij 4 (kortlopend),,5
1103113.06,Overige vorderingen vordering overige verbonden maatschappij 4 (kortlopend),,5
1103200.05,Lening u/g 5 (kortlopend),,5
1103114.01,Rekening courant vordering overige verbonden maatschappij 5 (kortlopend),,5
1103114.02,Cumulatieve waardeverminderingen vordering overige verbonden maatschappij 5 (kortlopend),,5
1103114.03,Doorbelastingen vordering overige verbonden maatschappij 5 (kortlopend),,5
1103114.04,Te vorderen dividend vordering overige verbonden maatschappij 5 (kortlopend),,5
1103114.05,Waardeveranderingen vordering overige verbonden maatschappij 5 (kortlopend),,5
1103114.06,Overige vorderingen vordering overige verbonden maatschappij 5 (kortlopend),,5
1103115.01,Saldo hoofdsom lening u/g overige verbonden maatschappij 1,,5
1103115.02,Aflossing leningen u/g overige verbonden maatschappij 1,,5
1103115.03,Te vorderen rente leningen u/g overige verbonden maatschappij 1,,5
1103120.01,Rekening courant vordering op participanten en op maatschappijen waarin wordt deelgenomen 1 (kortlopend),,5
1103120.02,Cumulatieve waardeverminderingen vordering op participanten en op maatschappijen waarin wordt deelgenomen 1 (kortlopend),,5
1103120.03,Doorbelastingen vordering op participanten en op maatschappijen waarin wordt deelgenomen 1 (kortlopend),,5
1103120.04,Te vorderen dividend vordering op participanten en op maatschappijen waarin wordt deelgenomen 1 (kortlopend),,5
1103120.05,Waardeveranderingen vordering op participanten en op maatschappijen waarin wordt deelgenomen 1 (kortlopend),,5
1103120.06,Overige vorderingen vordering op participanten en op maatschappijen waarin wordt deelgenomen 1 (kortlopend),,5
1103121.01,Rekening courant vordering op participanten en op maatschappijen waarin wordt deelgenomen 2 (kortlopend),,5
1103121.02,Cumulatieve waardeverminderingen vordering op participanten en op maatschappijen waarin wordt deelgenomen 2 (kortlopend),,5
1103121.03,Doorbelastingen vordering op participanten en op maatschappijen waarin wordt deelgenomen 2 (kortlopend),,5
1103121.04,Te vorderen dividend vordering op participanten en op maatschappijen waarin wordt deelgenomen 2 (kortlopend),,5
1103121.05,Waardeveranderingen vordering op participanten en op maatschappijen waarin wordt deelgenomen 2 (kortlopend),,5
1103121.06,Overige vorderingen vordering op participanten en op maatschappijen waarin wordt deelgenomen 2 (kortlopend),,5
1103122.01,Rekening courant vordering op participanten en op maatschappijen waarin wordt deelgenomen 3 (kortlopend),,5
1103122.02,Cumulatieve waardeverminderingen vordering op participanten en op maatschappijen waarin wordt deelgenomen 3 (kortlopend),,5
1103122.03,Doorbelastingen vordering op participanten en op maatschappijen waarin wordt deelgenomen 3 (kortlopend),,5
1103122.04,Te vorderen dividend vordering op participanten en op maatschappijen waarin wordt deelgenomen 3 (kortlopend),,5
1103122.05,Waardeveranderingen vordering op participanten en op maatschappijen waarin wordt deelgenomen 3 (kortlopend),,5
