number,description,parent_code,level
0806030.01,Beginbalans (overname eindsaldo vorig jaar) schulden aan participanten en aan maatschappijen waarin wordt deelgenomen,,5
0806030.03,Aanvullend opgenomen schulden aan participanten en aan maatschappijen waarin wordt deelgenomen,,5
0806030.09,Stortingen / ontvangsten,,5
0806030.10,Betalingen,,5
0806030.08,Bijschrijving rente schulden aan participanten en aan maatschappijen waarin wordt deelgenomen,,5
0806030.06,Omrekeningsverschillen schulden aan participanten en aan maatschappijen waarin wordt deelgenomen,,5
0806030.07,Overige mutaties schulden aan participanten en aan maatschappijen waarin wordt deelgenomen,,5
0806035.01,Beginbalans (overname eindsaldo vorig jaar) schulden aan participanten en aan maatschappijen waarin wordt deelgenomen,,5
0806030.04,Aflossingen schulden aan participanten en aan maatschappijen waarin wordt deelgenomen (langlopend),,5
0806035.03,Aflossingsverplichting (overboeking naar kortlopend) schulden aan participanten en aan maatschappijen waarin wordt deelgenomen (langlopend),,5
0806035.04,Terugboekingen schulden aan participanten en aan maatschappijen waarin wordt deelgenomen,,5
0806040.01,Beginbalans (overname eindsaldo vorig jaar) belastingen en premies sociale verzekeringen,,5
0806040.02,Toename belastingen en premies sociale verzekeringen (langlopend),,5
0806040.03,Bijschrijving rente / oprenting belastingen en premies sociale verzekeringen (langlopend),,5
0806040.04,Overige waardeveranderingen belastingen en premies sociale verzekeringen (langlopend),,5
0806041.01,Aflossingen beginbalans (overname eindsaldo vorig jaar) belastingen en premies sociale verzekeringen,,5
0806041.02,Afname in boekjaar belastingen en premies sociale verzekeringen (langlopend),,5
0806041.03,Afname (overboeking naar kortlopend) belastingen en premies sociale verzekeringen (langlopend),,5
0806045.01,Beginbalans (overname eindsaldo vorig jaar) schulden uit hoofde van belastingen,,5
0806045.02,Toename schulden uit hoofde van belastingen (langlopend),,5
0806045.03,Bijschrijving rente / oprenting schulden uit hoofde van belastingen (langlopend),,5
0806045.04,Overige waardeveranderingen schulden uit hoofde van belastingen (langlopend),,5
0806046.01,Beginbalans (overname eindsaldo vorig jaar) cumulatieve aflossing schulden uit hoofde van belastingen,,5
0806046.02,Afname in boekjaar schulden uit hoofde van belastingen (langlopend),,5
0806046.03,Afname (overboeking naar kortlopend) schulden uit hoofde van belastingen (langlopend),,5
0806050.01,Beginbalans (overname eindsaldo vorig jaar) schulden ter zake van pensioenen (langlopend),,5
0806050.02,Toename schulden ter zake van pensioenen (langlopend),,5
0806050.03,Bijschrijving rente / oprenting schulden ter zake van pensioenen (langlopend),,5
0806050.04,Overige waardeveranderingen schulden ter zake van pensioenen (langlopend),,5
0806051.01,Beginbalans (overname eindsaldo vorig jaar) cumulatieve aflossingen schulden pensioenen (langlopend),,5
0806051.02,Afname in boekjaar schulden ter zake van pensioenen (langlopend),,5
0806051.03,Afname (overboeking naar kortlopend) schulden ter zake van pensioenen (langlopend),,5
0705010.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0705010.02,Aanvullend opgenomen ,,5
0705010.03,Aanpassing als gevolg van later geïdentificeerde activa en passiva en veranderingen in de waarde ervan ,,5
0705010.04,Afboeking als gevolg van afstotingen ,,5
0705010.08,Overige mutaties bruto waarde negatieve goodwill,,5
0705015.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0705015.02,Ten gunste van winst- en verliesrekening gebracht ,,5
0705015.03,"Vrijval ten gunste van winst- en verliesrekening, geen betrekking op toekomstige resultaten ",,5
0806149.01,Beginbalans (overname eindsaldo vorig jaar) oudedagsverplichting,,5
0806149.03,Aanvullend opgenomen / nieuwe opbouw oudedagsverplichtingoudedagsverplichting,,5
0806149.09,Stortingen / ontvangsten,,5
0806149.10,Betalingen,,5
0806149.11,Uitbetaald / bij afstoting vervreemde schulden oudedagsverplichting,,5
0806149.08,Bijschrijving rente / oprenting oudedagsverplichting,,5
0806149.12,Aflossingsverplichting (overboeking naar kortlopend) oudedagsverplichting,,5
0806149.07,Overige mutaties oudedagsverplichting,,5
0807010.01,Beginbalans (overname eindsaldo vorig jaar) participaties,,5
0807010.03,Aanvullend opgenomen participaties,,5
0807010.14,Betalingen,,5
0807010.10,Bij overname verkregen schulden participaties,,5
0807010.11,Bij afstoting vervreemde schulden participaties,,5
0807010.08,Bijschrijving rente participaties,,5
0807010.06,Omrekeningsverschillen participaties,,5
0807010.07,Overige mutaties participaties,,5
0807010.12,Overige waardeveranderingen participaties,,5
0807020.01,Aflossingen beginbalans (overname eindsaldo vorig jaar) participaties,,5
0807020.02,Aflossingen in boekjaar participaties (langlopend),,5
0807020.05,Aflossingsverplichting (overboeking naar kortlopend) participaties (langlopend),,5
0806120.01,Beginbalans (overname eindsaldo vorig jaar) schulden van overheid,,5
0806120.02,Toename leningen schulden van overheid (langlopend),,5
0806120.03,Bij overname verkregen schulden aan overheid (langlopend),,5
0806120.04,Bij afstoting vervreemde schulden van overheid (langlopend),,5
0806120.09,Stortingen / ontvangsten,,5
0806120.10,Betalingen,,5
0806120.05,Bijschrijving rente / oprenting schulden van overheid (langlopend),,5
0806120.06,Omrekeningsverschillen schulden van overheid (langlopend),,5
0806120.07,Overige mutaties schulden van overheid (langlopend),,5
0806120.08,Overige waardeveranderingen schulden van overheid (langlopend),,5
0806125.01,Aflossingen beginbalans (overname eindsaldo vorig jaar),,5
0806125.02,Aflossingen in boekjaar leningen van overheid (langlopend),,5
0806125.03,Aflossingsverplichting (overboeking naar kortlopend) schulden van overheid (langlopend),,5
0806150.01,Beginbalans (overname eindsaldo vorig jaar) schulden van overheid geborgd door WSW ,,5
0806150.02,Toename leningen van overheid (langlopend),,5
0806150.03,Bij overname verkregen leningen van overheid (langlopend),,5
0806150.04,Bij afstoting vervreemde leningen van overheid (langlopend),,5
0806150.09,Stortingen / ontvangsten,,5
0806150.10,Betalingen,,5
0806150.05,Bijschrijving rente / oprenting leningen van overheid (langlopend),,5
0806150.06,Omrekeningsverschillen leningen van overheid (langlopend),,5
0806150.07,Overige mutaties leningen van overheid (langlopend),,5
0806150.08,Overige waardeveranderingen leningen van overheid (langlopend),,5
0806155.01,Aflossingen beginbalans (overname eindsaldo vorig jaar),,5
0806155.02,Aflossingen in boekjaar leningen van overheid geborgd door WSW (langlopend),,5
0806155.03,Aflossingsverplichting (overboeking naar kortlopend) leningen van overheid geborgd door WSW (langlopend),,5
0806160.01,Beginbalans (overname eindsaldo vorig jaar) schulden van overheid gegarandeerd door overheden,,5
0806160.02,Toename leningen van overheid (langlopend),,5
0806160.03,Bij overname verkregen schulden van overheid (langlopend),,5
0806160.04,Bij afstoting vervreemde schulden van overheid (langlopend),,5
0806160.05,Bijschrijving rente / oprenting financieringen van overheid (langlopend),,5
0806160.06,Omrekeningsverschillen leningen van overheid (langlopend),,5
0806160.07,Overige mutaties leningen van overheid (langlopend),,5
0806160.08,Overige waardeveranderingen leningen van overheid (langlopend),,5
0806165.01,Aflossingen beginbalans (overname eindsaldo vorig jaar),,5
0806165.02,Aflossingen in boekjaar leningen gegarandeerd door overheid (langlopend),,5
0806165.03,Aflossingsverplichting (overboeking naar kortlopend) gegarandeerd door overheid (langlopend),,5
0806110.01,Beginbalans (overname eindsaldo vorig jaar) verplichtingen uit hoofde van onroerende zaken verkocht ondervoorwaarden (langlopend),,5
0806110.02,Aankoop verplichtingen uit hoofde van onroerende zaken verkocht onder voorwaarden (langlopend),,5
0806110.03,Verkoop verplichtingen uit hoofde van onroerende zaken verkocht onder voorwaarden (langlopend),,5
0806110.04,Waardestijging verplichtingen uit hoofde van onroerende zaken verkocht onder voorwaarden (langlopend),,5
0806110.05,Afwaardering verplichtingen uit hoofde van onroerende zaken verekocht onder voorwaarden,,5
1208240.02,Te betalen rente schulden aan overige verbonden maatschappijen,,5
0806110.06,Overige mutaties verplichtingen uit hoofde van onroerende zaken verkocht onder voorwaarden (langlopend),,5
0806130.01,Beginbalans (overname eindsaldo vorig jaar) schulden ,,5
0806130.03,Aanvullend opgenomen overige schulden,,5
0806130.09,Stortingen / ontvangsten,,5
0806130.10,Betalingen,,5
0806130.06,Overige mutaties overige schulden (langlopend),,5
0806135.01,Beginbalans (overname eindsaldo vorig jaar) schulden ,,5
0806135.04,Aflossingen overige schulden (langlopend),,5
0806135.05,Aflossingsverplichting (overboeking naar kortlopend) overige schulden,,5
0806133.01,Beginbalans (overname eindsaldo vorig jaar) intern lening,,5
0806133.03,Aanvullend opgenomen intern lening,,5
0806133.09,Stortingen / ontvangsten,,5
0806133.10,Betalingen,,5
0806133.06,Overige mutaties intern lening (langlopend),,5
0806134.01,Beginbalans (overname eindsaldo vorig jaar) intern lening,,5
0806134.04,Aflossingen intern lening (Langlopend),,5
0806134.05,Aflossingsverplichting (overboeking naar kortlopend)  intern lening,,5
0806137.01,Beginbalans (overname eindsaldo vorig jaar) waarborgsommen,,5
0806137.03,Aanvullend opgenomen waarborgsommen,,5
0806137.06,Overige mutaties waarborgsommen (langlopend),,5
0806138.01,Beginbalans (overname eindsaldo vorig jaar) aflossingen waarborgsommen,,5
0806138.04,Aflossingen waarborgsommen (langlopend),,5
0806138.05,Aflossingsverplichting (overboeking naar kortlopend) waarborgsommen,,5
0806140.01,Beginbalans (overname eindsaldo vorig jaar) derivaten,,5
0806140.03,Aanvullend opgenomen derivaten,,5
0806140.06,Overige mutaties derivaten (langlopend),,5
0806141.01,Beginbalans (overname eindsaldo vorig jaar) derivaten,,5
0806141.04,Aflossingen derivaten (langlopend),,5
0806141.05,Aflossingsverplichting (overboeking naar kortlopend) derivaten,,5
0806171.01,Beginbalans (overname eindsaldo vorig jaar) overlopende passiva,,5
0806171.03,Aanvullend opgenomen overlopende passiva,,5
0806171.10,Betalingen,,5
0806171.06,Overige mutaties overlopende passiva (langlopend),,5
0806172.01,Beginbalans (overname eindsaldo vorig jaar) cumulatieve aflossing overlopende passiva,,5
0806172.04,Aflossingen overlopende passiva (langlopend),,5
0806172.05,Aflossingsverplichting (overboeking naar kortlopend) overlopende passiva,,5
1201050.01,Negatieve marktwaarde derivaten,,5
1201050.02,Negatieve marktwaarde embedded derivaten,,5
1209030.01,Rekening-courant bank groep 1,,5
1209030.02,Rekening-courant bank groep 2,,5
1209030.03,Rekening-courant bank groep 3,,5
1209030.04,Rekening-courant bank groep 4,,5
1209030.05,Rekening-courant bank groep 5,,5
1209030.06,Rekening-courant bank groep 6,,5
1209030.07,Rekening-courant bank groep 7,,5
1209030.08,Rekening-courant bank groep 8,,5
1209030.09,Rekening-courant bank groep 9,,5
1209030.10,Rekening-courant bank groep 10,,5
1208110.01,Kortlopend deel van langlopende schulden aan groepsmaatschappijen schulden aan groepsmaatschappijen,,5
1208110.02,Te betalen rente schulden aan groepsmaatschappijen,,5
1208110.03,Rekening-courant bij groepsmaatschappijen schulden aan groepsmaatschappijen,,5
1208120.01,Kortlopend deel van langlopende schulden aan groepsmaatschappijen schulden aan groepsmaatschappijen,,5
1208120.02,Te betalen rente schulden aan groepsmaatschappijen,,5
1208120.03,Rekening-courant bij groepsmaatschappijen schulden aan groepsmaatschappijen,,5
1208130.01,Kortlopend deel van langlopende schulden aan groepsmaatschappijen schulden aan groepsmaatschappijen,,5
1208130.02,Te betalen rente schulden aan groepsmaatschappijen,,5
1208130.03,Rekening-courant bij groepsmaatschappijen schulden aan groepsmaatschappijen,,5
1208140.01,Kortlopend deel van langlopende schulden aan groepsmaatschappijen schulden aan groepsmaatschappijen,,5
1208140.02,Te betalen rente schulden aan groepsmaatschappijen,,5
1208140.03,Rekening-courant bij groepsmaatschappijen schulden aan groepsmaatschappijen,,5
1208150.01,Kortlopend deel van langlopende schulden aan groepsmaatschappijen schulden aan groepsmaatschappijen,,5
1208150.02,Te betalen rente schulden aan groepsmaatschappijen,,5
1208150.03,Rekening-courant bij groepsmaatschappijen schulden aan groepsmaatschappijen,,5
1208160.01,Kortlopend deel van langlopende schulden aan DAEB,,5
1208160.02,Te betalen rente,,5
1208160.03,Rekening-courant bij DAEB,,5
1208170.01,Kortlopend deel van langlopende schulden aan Niet-DAEB,,5
1208170.02,Te betalen rente,,5
1208170.03,Rekening-courant bij Niet-DAEB,,5
1208210.01,Kortlopend deel van langlopende schulden aan overige verbonden maatschappijen schulden aan overige verbonden maatschappijen,,5
1208210.02,Te betalen rente schulden aan overige verbonden maatschappijen,,5
1208210.03,Rekening-courant bij overige verbonden maatschappijen schulden aan overige verbonden maatschappijen,,5
1208220.01,Kortlopend deel van langlopende schulden aan overige verbonden maatschappijen schulden aan overige verbonden maatschappijen,,5
1208220.02,Te betalen rente schulden aan overige verbonden maatschappijen,,5
1208220.03,Rekening-courant bij overige verbonden maatschappijen schulden aan overige verbonden maatschappijen,,5
1208230.01,Kortlopend deel van langlopende schulden aan overige verbonden maatschappijen schulden aan overige verbonden maatschappijen,,5
1208230.02,Te betalen rente schulden aan overige verbonden maatschappijen,,5
1208230.03,Rekening-courant bij overige verbonden maatschappijen schulden aan overige verbonden maatschappijen,,5
1208240.01,Kortlopend deel van langlopende schulden aan overige verbonden maatschappijen schulden aan overige verbonden maatschappijen,,5
1208240.03,Rekening-courant bij overige verbonden maatschappijen schulden aan overige verbonden maatschappijen,,5
1208250.01,Kortlopend deel van langlopende schulden aan overige verbonden maatschappijen schulden aan overige verbonden maatschappijen,,5
1208250.02,Te betalen rente schulden aan overige verbonden maatschappijen,,5
1208250.03,Rekening-courant bij overige verbonden maatschappijen schulden aan overige verbonden maatschappijen,,5
1208310.01,Kortlopend deel van langlopende schulden aan participanten en maatschappijen waarin wordt deelgenomen schulden aan participanten en aan maatschappijen waarin wordt deelgenomen,,5
1208310.02,Te betalen rente schulden aan participanten en aan maatschappijen waarin wordt deelgenomen,,5
1208310.03,Rekening-courant bij participanten en maatschappijen waarin wordt deelgenomen schulden aan participanten en aan maatschappijen waarin wordt deelgenomen,,5
1208320.01,Kortlopend deel van langlopende schulden aan participanten en maatschappijen waarin wordt deelgenomen schulden aan participanten en aan maatschappijen waarin wordt deelgenomen,,5
1208320.02,Te betalen rente schulden aan participanten en aan maatschappijen waarin wordt deelgenomen,,5
1208320.03,Rekening-courant bij participanten en maatschappijen waarin wordt deelgenomen schulden aan participanten en aan maatschappijen waarin wordt deelgenomen,,5
1208330.01,Kortlopend deel van langlopende schulden aan participanten en maatschappijen waarin wordt deelgenomen schulden aan participanten en aan maatschappijen waarin wordt deelgenomen,,5
1208330.02,Te betalen rente schulden aan participanten en aan maatschappijen waarin wordt deelgenomen,,5
1208330.03,Rekening-courant bij participanten en maatschappijen waarin wordt deelgenomen schulden aan participanten en aan maatschappijen waarin wordt deelgenomen,,5
1208340.01,Kortlopend deel van langlopende schulden aan participanten en maatschappijen waarin wordt deelgenomen schulden aan participanten en aan maatschappijen waarin wordt deelgenomen,,5
1208340.02,Te betalen rente schulden aan participanten en aan maatschappijen waarin wordt deelgenomen,,5
1208340.03,Rekening-courant bij participanten en maatschappijen waarin wordt deelgenomen schulden aan participanten en aan maatschappijen waarin wordt deelgenomen,,5
1208350.01,Kortlopend deel van langlopende schulden aan participanten en maatschappijen waarin wordt deelgenomen schulden aan participanten en aan maatschappijen waarin wordt deelgenomen,,5
1208350.02,Te betalen rente schulden aan participanten en aan maatschappijen waarin wordt deelgenomen,,5
1208350.03,Rekening-courant bij participanten en maatschappijen waarin wordt deelgenomen schulden aan participanten en aan maatschappijen waarin wordt deelgenomen,,5
1205010.01,Beginbalans af te dragen omzetbelasting,,5
1205010.02,Omzetbelasting leveringen/diensten algemeen tarief ,,5
1205010.03,Omzetbelasting leveringen/diensten verlaagd tarief ,,5
1205010.16,Omzetbelasting leveringen/diensten verlaagd tarief 9%,,5
1205010.04,Omzetbelasting leveringen/diensten overige tarieven ,,5
1205010.05,Omzetbelasting over privégebruik ,,5
1205010.06,Omzetbelasting leveringen/diensten waarbij heffing is verlegd ,,5
1205010.07,Omzetbelasting leveringen/diensten uit landen buiten de EU ,,5
1205010.08,Omzetbelasting leveringen/diensten uit landen binnen EU ,,5
1205010.09,Voorbelasting ,,5
1205010.10,Vermindering volgens de kleineondernemersregeling ,,5
1205010.11,Schatting vorige aangifte(n) ,,5
1205010.12,Schatting deze aangifte ,,5
1205010.13,Afgedragen omzetbelasting ,,5
1205010.14,Naheffingsaanslagen omzetbelasting,,5
1205010.15,Overige mutaties omzetbelasting,,5
1206010.01,Beginbalans af te dragen loonheffing ,,5
1206010.02,Aangifte loonheffing ,,5
1206010.03,Afgedragen Loonheffing ,,5
1206010.04,Naheffingsaanslagen loonheffing,,5
1206010.05,Overige mutaties loonheffing,,5
1207010.01,Beginbalans af te dragen vennootschapsbelasting,,5
1207010.02,Aangifte vennootschapsbelasting ,,5
1207010.03,Voorlopige aanslag vennootschapsbelasting huidig boekjaar,,5
1207010.08,Voorlopige aanslag vennootschapsbelasting voorgaande boekjaren,,5
1207010.04,Te verrekenen vennootschapsbelasting ,,5
1207010.05,Afgedragen vennootschapsbelasting ,,5
1207010.06,Naheffingsaanslagen vennootschapsbelasting,,5
1207010.07,Overige mutaties vennootschapsbelasting,,5
1208010,Binnenlandse belastingen,,3
1208020,Buitenlandse belastingen,,3
1208030,Provinciale belastingen,,3
1208040,Gemeentelijke belastingen,,3
1208050,Belastingen op verkochte goederen en diensten uitgezonderd BTW,,3
1208070,Te betalen Dividendbelasting belastingen en premies sociale verzekeringen,,3
1208060,Te betalen overige belastingen belastingen en premies sociale verzekeringen,,3
1209120.01,Geactiveerde uitgaven voor nog niet verrichte prestaties van onderhanden projecten,,5
1209120.08,Geactiveerde kosten voor het verkrijgen van een project,,5
1209120.02,Cumulatieve projectopbrengsten van onderhanden projecten,,5
1209120.03,"Onderhanden projecten in opdracht van derden, voorschotten",,5
1209120.04,In rekening gebrachte termijnen,,5
1209120.05,Inhoudingen van opdrachtgevers op gedeclareerde termijnen van onderhanden projecten,,5
1209120.06,Voorziening verliezen,,5
1209120.07,Winstopslag onderhanden projecten,,5
1209020.01,Rekening-courant bestuurder 1,,5
1209020.02,Rekening-courant bestuurder 2,,5
1209020.03,Rekening-courant bestuurder 3,,5
1209020.04,Rekening-courant bestuurder 4,,5
1209020.05,Rekening-courant bestuurder 5,,5
1209025.01,Rekening-courant commissaris 1,,5
1209025.02,Rekening-courant commissaris 2,,5
1209025.03,Rekening-courant commissaris 3,,5
1209025.04,Rekening-courant commissaris 4,,5
1209025.05,Rekening-courant commissaris 5,,5
1209045.02,Rekening-courant overige 2,,5
1209045.03,Rekening-courant overige 3,,5
1209045.04,Rekening-courant overige 4,,5
1209045.05,Rekening-courant overige 5,,5
1209010.01,Rekening-courant aandeelhouder 1,,5
1209010.02,Rekening-courant aandeelhouder 2,,5
1209010.03,Rekening-courant aandeelhouder 3,,5
1209010.04,Rekening-courant aandeelhouder 4,,5
1209010.05,Rekening-courant aandeelhouder 5,,5
1220010,Tussenrekening contante aanbetalingen tussenrekeningen betalingen,,3
1220030,Tussenrekening creditcardbetalingen tussenrekeningen betalingen,,3
1221010,Tussenrekening brutoloon tussenrekeningen salarissen,,3
1221020,Tussenrekening brutoinhouding tussenrekeningen salarissen,,3
1221030,Tussenrekening nettoloon tussenrekeningen salarissen,,3
1221040,Tussenrekening nettoinhoudingen tussenrekeningen salarissen,,3
1222010,Tussenrekening nog te ontvangen goederen tussenrekeningen inkopen,,3
1222020,Tussenrekening nog te ontvangen facturen tussenrekeningen inkopen,,3
1222030,Tussenrekening inkoopverschillen tussenrekeningen inkopen,,3
1223010,Tussenrekening projectkosten tussenrekeningen projecten,,3
1223020,Tussenrekening projectopbrengsten tussenrekeningen projecten,,3
1223030,Tussenrekening projectverschillen tussenrekeningen projecten,,3
1224010,Tussenrekening materiaalverbruik tussenrekeningen productie,,3
1224020,Tussenrekening manuren tussenrekeningen productie,,3
1224030,Tussenrekening machineuren tussenrekeningen productie,,3
1224040,Tussenrekening te dekken budget tussenrekeningen productie,,3
1224050,Tussenrekening budget tussenrekeningen productie,,3
1225010,Tussenrekening capaciteit tussenrekeningen dienstverlening,,3
1225020,Tussenrekening materialen tussenrekeningen dienstverlening,,3
1225030,Tussenrekening uren tussenrekeningen dienstverlening,,3
1225040,Inkomende verschotten tussenrekeningen dienstverlening,,3
1225050,Voorschotten onbelast tussenrekeningen dienstverlening,,3
1225060,Voorschotten belast tussenrekeningen dienstverlening,,3
1225070,Doorberekende voorschotten onbelast tussenrekeningen dienstverlening,,3
1225080,Doorberekende voorschotten belast tussenrekeningen dienstverlening,,3
1226010,Tussenrekening voorraadverschillen tussenrekening voorraden,,3
1227010,Tussenrekening nog te factureren tussenrekeningen verkopen,,3
1227020,Tussenrekening nog te verzenden goederen tussenrekeningen verkopen,,3
1227030,Tussenrekening verkoopverschillen tussenrekeningen verkopen,,3
1228010,Tussenrekening contante ontvangsten tussenrekeningen ontvangsten,,3
1228030,Tussenrekening creditcardverkopen tussenrekeningen ontvangsten,,3
1229010,Tussenrekening beginbalans tussenrekeningen overig,,3
1229020,Tussenrekening vraagposten tussenrekeningen overig,,3
1229030,Tussenrekening overige tussenrekeningen overig,,3
1228520,Tussenrekening leningen UG,,3
1228530,Tussenrekening kasgeld OG,,3
1228540,Tussenrekening kasgeld UG,,3
1228550,Tussenrekening spaardeposito,,3
1228560,Tussenrekening derivaten,,3
1228570,Tussenrekening leningen CFV,,3
8006010.01,Verleende kortingen op geproduceerde goederen verleende kortingen,,5
8006010.02,Verleende kortingen op handelsgoederen verleende kortingen,,5
8006010.03,Verleende kortingen op diensten verleende kortingen,,5
8006010.04,Overige verleende kortingen verleende kortingen,,5
8006020.01,Omzetbonificaties op geproduceerde goederen omzetbonificaties,,5
8006020.02,Omzetbonificaties op handelsgoederen omzetbonificaties,,5
8006020.03,Omzetbonificaties op diensten omzetbonificaties,,5
8006020.04,Omzetbonificaties overige omzetbonificaties,,5
8006030.01,Provisies op verkopen handel provisies,,5
8006030.02,Provisies op verkopen productie provisies,,5
8006030.03,Provisies op verkopen dienstverlening provisies,,5
8006030.04,Overige provisies provisies,,5
8009100.01,Netto-omzet groep 1 product A,,5
8009100.02,Netto-omzet groep 1 product B,,5
8009100.03,Netto-omzet groep 1 product C,,5
8009100.04,Netto-omzet groep 1 product D,,5
8009100.05,Netto-omzet groep 1 product E,,5
8009200.01,Netto-omzet groep 2 product A,,5
8009200.02,Netto-omzet groep 2 product B,,5
8009200.03,Netto-omzet groep 2 product C,,5
8009200.04,Netto-omzet groep 2 product D,,5
8009200.05,Netto-omzet groep 2 product E,,5
8009300.01,Netto-omzet groep 3 product A,,5
8009300.02,Netto-omzet groep 3 product B,,5
8009300.03,Netto-omzet groep 3 product C,,5
8009300.04,Netto-omzet groep 3 product D,,5
8009300.05,Netto-omzet groep 3 product E,,5
8009400.01,Netto-omzet groep 4 product A,,5
8009400.02,Netto-omzet groep 4 product B,,5
8009400.03,Netto-omzet groep 4 product C,,5
8009400.04,Netto-omzet groep 4 product D,,5
8009400.05,Netto-omzet groep 4 product E,,5
8009500.01,Netto-omzet groep 5 product A,,5
8009500.02,Netto-omzet groep 5 product B,,5
8009500.03,Netto-omzet groep 5 product C,,5
8009500.04,Netto-omzet groep 5 product D,,5
8009500.05,Netto-omzet groep 5 product E,,5
8010100.01,Huren,,5
8010100.02,Frictieleegstand,,5
8010100.03,Afboekingen,,5
8010100.04,Mutatie voorziening huurdebiteuren,,5
8010100.05,Leegstand projecten,,5
8010100.06,Leegstand verkoop,,5
8010100.07,Huurkortingen,,5
8011100.01,"Overige zaken, leveringen en diensten",,5
8011100.02,Vergoedingsderving (verrekenbaar),,5
8011100.03,Te verrekenen met huurders,,5
8011100.04,"Overige zaken, service en verbruik  (niet verrekenbaar)",,5
8011100.05,Vergoedingsderving (niet verrekenbaar),,5
8011100.06,Opbrengsten serviceabonnement onderhoud,,5
8012100.10,Toegerekende kosten salarissen,,5
8012100.11,Toegerekende kosten sociale lasten,,5
8012100.12,Toegerekende kosten pensioenlasten,,5
8012100.13,Toegerekende kosten afschrijvingen,,5
8012100.14,Toegerekende kosten overige bedrijfslasten,,5
8012100.15,Toegerekende kosten overige personeelslasten,,5
8012100.01,Lasten leveringen en diensten,,5
8012100.02,Lasten warmtelevering,,5
8012100.03,Lasten overige zaken (niet verrekenbaar),,5
8012100.04,Afgerekende service en stookkosten,,5
8012100.05,Lasten overige servicekosten,,5
8012100.16,Directe kosten serviceaboonement onderhoud,,5
8014100.01,Toegerekende kosten salarissen lasten lasten verhuur en beheeractiviteiten,,5
8014100.02,Toegerekende kosten sociale lasten lasten verhuur en beheeractiviteiten,,5
8014100.03,Toegerekende kosten pensioenlasten lasten verhuur en beheeractiviteiten,,5
8014100.04,Toegerekende kosten afschrijvingen lasten verhuur en beheeractiviteiten,,5
8014100.05,Toegerekende kosten overige bedrijfslasten lasten verhuur en beheeractiviteiten,,5
8014100.06,Toegerekende kosten overige personeelslasten,,5
8014100.07,Administratiekosten huurcontract,,5
8014100.08,Administratiekosten servicekosten,,5
8014100.09,Lasten Verhuur en Beheeractiviteiten overig,,5
8015100.01,Calamiteiten,,5
8015100.02,Planmatig onderhoud,,5
8015100.03,Mutatieonderhoud verhuur (technisch noodzakelijk),,5
8015100.04,Mutatieonderhoud verhuur (extra),,5
8015100.05,Mutatieonderhoud verkoop (technisch noodzakelijk),,5
8015100.06,Reparatieonderhoud,,5
8015100.07,Afkoop reparatieonderhoud,,5
8015100.08,Contractonderhoud,,5
8015100.09,Onderhoudsbijdrage VVE's,,5
8015100.10,Vandalisme/inbraak onderhoud,,5
8015100.11,Opstalverzekering eigen risico,,5
8015100.12,Renovatie,,5
8015100.13,Overig onderhoud,,5
8015100.14,Toegerekende kosten salarissen lasten lasten onderhoud,,5
8015100.15,Toegerekende kosten sociale lasten lasten onderhoud,,5
8015100.16,Toegerekende kosten pensioenlasten lasten onderhoud,,5
8015100.29,Toerekening organisatiekosten overige personeelslasten,,5
8015100.17,Toegerekende kosten afschrijvingen lasten onderhoud,,5
8015100.18,Toegerekende kosten overige bedrijfslasten lasten onderhoud,,5
8015100.19,Planmatig onderhoud overboeking naar projecten,,5
8015100.20,Dekking uren indirect,,5
8015100.21,Dekking uren eigen dienst,,5
8015100.22,Dekking uren planmatig en contractonderhoud,,5
8015100.23,Dekking magazijnkosten,,5
8015100.24,Dekking afval,,5
8015100.25,Dekking klein materiaal,,5
8015100.26,Voorraadprijsverschillen materiaal,,5
8015100.27,Kosten serviceabonnement onderhoud,,5
8015100.28,Opbrengsten serviceabonnement onderhoud,,5
8016100.01,Onroerende zaakbelasting,,5
8016100.10,Waterschapsbelasting,,5
8016100.12,Overige belastingen en heffingen,,5
8016100.02,Verzekeringen,,5
8016100.03,Verhuurdersheffing,,5
8016100.04,Saneringsheffing,,5
8016100.05,Bijdrageheffing Autoriteit woningcorporaties,,5
8016100.06,Contributies,,5
8016100.07,Aandeel in vereniging van eigenaren,,5
8016100.08,Erfpacht,,5
8016100.09,Diverse directe exploitatielasten,,5
8021100.01,Kosten uitbesteed werk verkocht vastgoed in ontwikkeling,,5
8022100.01,Toegerekende organisatiekosten salarissen verkocht vastgoed in ontwikkeling,,5
8022100.02,Toegerekende organisatiekosten sociale lasten verkocht vastgoed in ontwikkeling,,5
8022100.03,Toegerekende organisatiekosten pensioenlasten verkocht vastgoed in ontwikkeling,,5
8022100.04,Toegerekende organisatiekosten afschrijvingen verkocht vastgoed in ontwikkeling,,5
8022100.05,Toegerekende organisatiekosten overige bedrijfslasten verkocht vastgoed in ontwikkeling,,5
8022100.06,          Geactiveerde productie Vastgoed in ontwikkeling,,5
8022100.07,Toegerekende organisatiekosten overige personeelslasten,,5
8031100.01,Toegerekende organisatiekosten salarissen resultaat verkoop vastgoedportefeuille,,5
8031100.02,Toegerekende organisatiekosten sociale lasten resultaat verkoop vastgoedportefeuille,,5
